<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.TSLA,D,20220707,000000,693.5000000,736.1500000,693.0000000,732.6500000,79016
SPBEX.TSLA,D,20220708,000000,732.6600000,763.9000000,722.5000000,752.2600000,111134
SPBEX.TSLA,D,20220709,000000,752.2600000,777.7700000,752.2600000,771.7800000,8147
SPBEX.TSLA,D,20220711,000000,757.2700000,762.6100000,701.0000000,702.6800000,133493
SPBEX.TSLA,D,20220712,000000,702.7000000,719.3200000,685.3000000,699.0000000,101562
SPBEX.TSLA,D,20220713,000000,699.0000000,726.0600000,671.7600000,710.1700000,149444
SPBEX.TSLA,D,20220714,000000,710.2000000,716.2500000,688.2000000,714.1100000,98509
SPBEX.TSLA,D,20220715,000000,714.2000000,739.1000000,710.5500000,719.9500000,71446
SPBEX.TSLA,D,20220716,000000,719.9800000,720.1000000,718.1100000,719.8000000,1286
SPBEX.TSLA,D,20220718,000000,735.0000000,751.3100000,718.8500000,722.2500000,70209
SPBEX.TSLA,D,20220719,000000,722.4900000,741.3900000,711.0000000,741.1900000,67506
SPBEX.TSLA,D,20220720,000000,741.1600000,777.9800000,730.5000000,745.0000000,133620
SPBEX.TSLA,D,20220721,000000,744.4900000,819.5900000,742.2000000,810.9600000,181066
SPBEX.TSLA,D,20220722,000000,810.8100000,842.2700000,805.0000000,815.9800000,150375
SPBEX.TSLA,D,20220723,000000,815.9800000,816.9900000,815.0000000,815.9900000,1426
SPBEX.TSLA,D,20220725,000000,827.5200000,829.7700000,802.5000000,805.3900000,61189
SPBEX.TSLA,D,20220726,000000,805.4500000,810.0000000,769.0000000,784.8800000,77212
SPBEX.TSLA,D,20220727,000000,784.7900000,827.6900000,775.5400000,823.0000000,85486
SPBEX.TSLA,D,20220728,000000,823.0000000,853.6900000,818.5200000,852.3400000,109939
SPBEX.TSLA,D,20220729,000000,853.0000000,894.9600000,837.3000000,889.9000000,94392
SPBEX.TSLA,D,20220730,000000,889.9000000,890.0800000,887.1100000,888.4000000,2024
SPBEX.TSLA,D,20220801,000000,901.7200000,935.4400000,884.9400000,892.9000000,147892
SPBEX.TSLA,D,20220802,000000,892.5000000,923.5000000,875.5000000,903.4000000,117187
SPBEX.TSLA,D,20220803,000000,903.1000000,928.6600000,902.0000000,922.9400000,77806
SPBEX.TSLA,D,20220804,000000,923.1000000,940.5000000,915.0000000,927.0500000,76132
SPBEX.TSLA,D,20220805,000000,927.1300000,931.9900000,856.8800000,865.0000000,116517
SPBEX.TSLA,D,20220806,000000,865.0000000,865.0200000,862.2500000,863.2000000,1512
SPBEX.TSLA,D,20220808,000000,879.9000000,915.6000000,865.0000000,875.0000000,81872
SPBEX.TSLA,D,20220809,000000,875.0000000,877.1400000,838.0600000,852.0000000,76852
SPBEX.TSLA,D,20220810,000000,852.0000000,893.8400000,831.0000000,882.3000000,211682
SPBEX.TSLA,D,20220811,000000,882.3000000,906.4300000,855.6500000,864.4000000,136956
SPBEX.TSLA,D,20220812,000000,864.4000000,900.1000000,855.7000000,899.8200000,123085
SPBEX.TSLA,D,20220813,000000,899.8200000,902.9000000,899.8000000,902.6100000,1125
SPBEX.TSLA,D,20220815,000000,900.4000000,939.4000000,888.0100000,927.3500000,190394
