<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.COUR,D,20220826,000000,12.0900000,12.4400000,11.7900000,11.8700000,990
SPBEX.COUR,D,20220829,000000,11.6300000,11.9800000,11.5900000,11.9800000,484
SPBEX.COUR,D,20220830,000000,11.9700000,11.9700000,11.4900000,11.9700000,872
SPBEX.COUR,D,20220831,000000,11.6500000,11.9000000,11.3500000,11.5000000,1014
SPBEX.COUR,D,20220901,000000,11.9600000,11.9600000,11.2500000,11.5800000,769
SPBEX.COUR,D,20220902,000000,11.5800000,11.8200000,11.1800000,11.5100000,1237
SPBEX.COUR,D,20220906,000000,11.3000000,11.5100000,10.9900000,11.2800000,434
SPBEX.COUR,D,20220907,000000,11.4700000,11.6200000,11.2200000,11.4700000,995
SPBEX.COUR,D,20220908,000000,11.5500000,12.4000000,11.5500000,12.4000000,373
SPBEX.COUR,D,20220909,000000,12.4600000,12.6900000,12.1700000,12.5000000,1325
SPBEX.COUR,D,20220910,000000,12.5100000,12.5100000,12.5000000,12.5000000,2
SPBEX.COUR,D,20220912,000000,12.7200000,12.7700000,12.5200000,12.7500000,1825
SPBEX.COUR,D,20220913,000000,12.4900000,12.7800000,11.9900000,12.0200000,425
SPBEX.COUR,D,20220914,000000,12.2500000,12.2500000,11.6600000,11.9900000,93
SPBEX.COUR,D,20220915,000000,11.7900000,12.2200000,11.7800000,11.8900000,99
SPBEX.COUR,D,20220916,000000,11.9600000,11.9700000,11.3600000,11.5600000,352
SPBEX.COUR,D,20220919,000000,11.6900000,11.7500000,10.9500000,11.4400000,20290
SPBEX.COUR,D,20220920,000000,11.0500000,11.1700000,10.5200000,10.8600000,752
SPBEX.COUR,D,20220921,000000,10.8600000,10.9300000,10.4000000,10.4000000,271
SPBEX.COUR,D,20220922,000000,10.8000000,10.8000000,10.0700000,10.1000000,1805
SPBEX.COUR,D,20220923,000000,10.0900000,11.1000000,9.7000000,10.6600000,875
SPBEX.COUR,D,20220924,000000,10.6500000,10.6500000,10.6500000,10.6500000,2
SPBEX.COUR,D,20220926,000000,10.0300000,10.6800000,9.8600000,10.3300000,787
SPBEX.COUR,D,20220927,000000,10.1800000,10.7200000,10.1300000,10.7000000,1375
SPBEX.COUR,D,20220928,000000,10.4400000,11.2500000,10.4400000,11.0700000,1682
SPBEX.COUR,D,20220929,000000,10.5600000,11.0700000,10.2500000,10.7300000,2376
SPBEX.COUR,D,20220930,000000,10.7200000,11.3500000,9.7800000,10.8000000,2841
SPBEX.COUR,D,20221001,000000,10.8000000,10.8000000,9.9700000,10.0000000,11
SPBEX.COUR,D,20221003,000000,10.7600000,11.4200000,10.7600000,11.3000000,215
SPBEX.COUR,D,20221004,000000,11.7600000,11.9000000,11.5400000,11.9000000,206
SPBEX.COUR,D,20221005,000000,11.5900000,11.8200000,11.4600000,11.7900000,220
SPBEX.COUR,D,20221006,000000,11.9500000,12.0200000,11.7500000,12.0200000,58
SPBEX.COUR,D,20221007,000000,11.8000000,11.8000000,11.1100000,11.3300000,18
SPBEX.COUR,D,20221010,000000,11.2600000,11.4100000,11.0000000,11.3600000,153
SPBEX.COUR,D,20221011,000000,11.2800000,11.5500000,11.1500000,11.5100000,53
SPBEX.COUR,D,20221012,000000,10.3600000,12.0400000,10.3600000,11.4500000,1490
SPBEX.COUR,D,20221013,000000,11.4600000,12.0100000,11.0700000,11.7300000,128
SPBEX.COUR,D,20221014,000000,11.5100000,11.9200000,11.5000000,11.5000000,644
SPBEX.COUR,D,20221017,000000,11.5100000,12.6000000,11.5100000,12.4800000,439
SPBEX.COUR,D,20221018,000000,12.6200000,12.9000000,11.9600000,11.9600000,70
SPBEX.COUR,D,20221019,000000,11.7600000,11.8800000,11.6400000,11.6400000,6
SPBEX.COUR,D,20221020,000000,10.8200000,12.0100000,10.8200000,11.2500000,90
SPBEX.COUR,D,20221021,000000,11.4500000,11.6300000,11.1000000,11.5700000,182
SPBEX.COUR,D,20221024,000000,11.5200000,11.7400000,11.3800000,11.7400000,209
SPBEX.COUR,D,20221025,000000,11.6300000,12.4000000,11.5800000,12.3500000,71
SPBEX.COUR,D,20221026,000000,11.8700000,13.2600000,11.8600000,13.2600000,332
SPBEX.COUR,D,20221027,000000,13.0600000,13.2400000,12.6700000,12.9000000,293
SPBEX.COUR,D,20221028,000000,13.0100000,13.2300000,12.9200000,13.2300000,250
SPBEX.COUR,D,20221031,000000,13.0200000,13.4500000,12.8900000,12.8900000,103
SPBEX.COUR,D,20221101,000000,13.0200000,13.1000000,12.7300000,12.7300000,78
SPBEX.COUR,D,20221102,000000,12.7100000,12.7100000,12.7000000,12.7100000,7
