<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.INTC,D,20221014,000000,26.3900000,26.8500000,25.7900000,25.9500000,13039
SPBEX.INTC,D,20221015,000000,25.9500000,25.9500000,25.8500000,25.8500000,60
SPBEX.INTC,D,20221017,000000,26.0900000,26.7400000,25.9500000,26.5200000,13328
SPBEX.INTC,D,20221018,000000,26.5400000,26.9500000,25.5500000,26.1000000,13264
SPBEX.INTC,D,20221019,000000,26.1000000,26.2300000,25.5000000,26.0500000,11504
SPBEX.INTC,D,20221020,000000,26.0600000,26.9100000,25.8600000,25.8900000,10555
SPBEX.INTC,D,20221021,000000,25.8300000,27.0400000,25.7500000,26.9900000,14005
SPBEX.INTC,D,20221022,000000,26.9100000,26.9600000,26.9100000,26.9600000,83
SPBEX.INTC,D,20221024,000000,27.0200000,27.4600000,26.4800000,27.1900000,21279
SPBEX.INTC,D,20221025,000000,27.1700000,27.5500000,27.0300000,27.1100000,8188
SPBEX.INTC,D,20221026,000000,27.1100000,27.7800000,26.8500000,27.4100000,13076
SPBEX.INTC,D,20221027,000000,27.4200000,28.5600000,25.2000000,27.9300000,59158
SPBEX.INTC,D,20221028,000000,27.9000000,29.2000000,27.1000000,29.0600000,35076
SPBEX.INTC,D,20221029,000000,29.0900000,29.1400000,29.0200000,29.1400000,436
SPBEX.INTC,D,20221031,000000,29.0700000,29.3400000,28.0800000,28.4400000,46570
SPBEX.INTC,D,20221101,000000,28.4600000,28.8400000,27.9000000,28.3600000,25100
SPBEX.INTC,D,20221102,000000,28.3500000,28.6500000,28.0500000,28.4900000,4248
